"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"neatly decorated#positive";"1";"1";"1";"neatly decorate";"A V";"neatly#1 decorated#5"
"too small#strongnegative";"1";"1";"1";"too small";"A G";"too#26 small#53"
"new renovarted#positive";"1";"1";"1";"new renovarted";"G V";"new#9 renovarted#1"
"not free#negative";"1";"1";"1";"not free";"A G";"not#203 free#30"
"the worse#strongnegative";"1";"1";"1";"the bad";"D G";"the#1330 worse#5"
"quite tiny#negative";"1";"1";"1";"quite tiny";"A G";"quite#33 tiny#8"
"not large#negative";"1";"1";"1";"not large";"A G";"not#203 large#21"
"quite international#positive";"1";"1";"1";"quite international";"A G";"quite#33 international#2"
"exceptionally comfy#strongpositive";"1";"1";"1";"exceptionally comfy";"A G";"exceptionally#2 comfy#5"
"loved staying#positive";"1";"1";"1";"love stay";"V V";"loved#4 staying#12"
"not reliable#negative";"1";"1";"1";"not reliable";"A G";"not#203 reliable#3"
"recently refurbished#positive";"1";"1";"1";"recently refurbish";"A V";"recently#5 refurbished#1"
"gentle enough#positive";"1";"1";"1";"gentle enough";"G N";"gentle#2 enough#20"
"not pleasant#negative";"1";"1";"1";"not pleasant";"A G";"not#203 pleasant#5"
"very akward#strongnegative";"1";"1";"1";"Very akward";"R A";"very#267 akward#1"
"should get#negative";"1";"1";"1";"should get";"O V";"should#13 get#39"
"well run#positive";"1";"1";"1";"well run";"A V";"well#54 run#3"
"very slow#strongnegative";"1";"1";"1";"very slow";"A G";"very#267 slow#7"
"really big#strongpositive";"1";"1";"1";"really big";"A G";"really#56 big#27"
"really load#strongnegative";"1";"1";"1";"really load";"A N";"really#56 load#2"
"so kind#positive";"1";"1";"1";"so kind";"A G";"so#77 kind#14"
"not cheap#negative";"1";"1";"1";"not cheap";"A G";"not#203 cheap#16"
"absolutely alright#strongpositive";"1";"1";"1";"absolutely alright";"A A";"absolutely#14 alright#4"
"very deficient#strongnegative";"1";"1";"1";"very deficient";"A G";"very#267 deficient#1"
"the cheapest#positive";"1";"1";"1";"the cheapest";"D G";"the#1330 cheapest#1"
"quite noisy#positive";"1";"1";"1";"quite noisy";"A G";"quite#33 noisy#13"
"very deteriorating#strongnegative";"1";"1";"1";"very deteriorate";"A V";"very#267 deteriorating#1"
"with balcony#positive";"1";"1";"1";"with balcony";"P N";"with#183 balcony#6"
"heavily stained#strongnegative";"1";"1";"1";"heavily stain";"A V";"heavily#1 stained#3"
"absolutely perfect#strongpositive";"1";"1";"1";"absolutely perfect";"A G";"absolutely#14 perfect#13"
"very lovely#strongpositive";"1";"1";"1";"very lovely";"A G";"very#267 lovely#18"
"restocked daily#positive";"1";"1";"1";"restock daily";"V A";"restocked#1 daily#9"
"long distances#negative";"1";"1";"1";"long distance";"A N";"long#13 distances#1"
"moved out#negative";"1";"1";"1";"move out";"V A";"moved#2 out#35"
"needs renovation#negative";"1";"1";"1";"needs renovation";"V N";"needs#10 renovation#4"
"very warm#strongpositive";"1";"1";"1";"Very warm";"R G";"very#267 warm#5"
"not international#negative";"1";"1";"1";"not international";"A G";"not#203 international#2"
"rather poor#negative";"1";"1";"1";"rather poor";"A G";"rather#10 poor#23"
"different story#negative";"1";"1";"1";"different story";"G N";"different#11 story#1"
"lovely furnished#positive";"1";"1";"1";"lovely furnished";"G N";"lovely#18 furnished#7"
"needs refurb#negative";"1";"1";"1";"needs refurb";"V G";"needs#10 refurb#1"
"d go#negative";"1";"1";"1";"d go";"V V";"d#2 go#40"
"very quickly#strongpositive";"1";"1";"1";"very quickly";"A A";"very#267 quickly#3"
"perfectly located#strongpositive";"1";"1";"1";"perfectly locate";"A V";"perfectly#4 located#28"
"very colorful#strongpositive";"1";"1";"1";"very colourful";"A G";"very#267 colorful#1"
"with holes#negative";"1";"1";"1";"with hole";"P N";"with#183 holes#1"
"nothing grand#negative";"1";"1";"1";"Nothing Grand";"R R";"nothing#19 grand#4"
"always dirty#negative";"1";"1";"1";"always dirty";"A G";"always#26 dirty#12"
"works perfectly#strongpositive";"1";"1";"1";"work perfectly";"V A";"works#4 perfectly#4"
"extremely kind#strongpositive";"1";"1";"1";"extremely kind";"A G";"extremely#9 kind#14"
"definitely recommend#strongpositive";"1";"1";"1";"definitely recommend";"A V";"definitely#16 recommend#19"
"recently restored#positive";"1";"1";"1";"recently restore";"A V";"recently#5 restored#1"
"very satisfied#strongpositive";"1";"1";"1";"very satisfied";"A G";"very#267 satisfied#4"
"awfull hard#strongnegative";"1";"1";"1";"awfull hard";"G A";"awfull#1 hard#8"
"worked better#positive";"1";"1";"1";"work better";"V A";"worked#9 better#27"
"very comfortable.lounge#strongpositive";"1";"1";"1";"very comfortable.lounge";"A G";"very#267 comfortable.lounge#1"
"slow motion#negative";"1";"1";"1";"slow motion";"G N";"slow#7 motion#1"
"decent enough#positive";"1";"1";"1";"decent enough";"G N";"decent#6 enough#20"
"too dirty.entertainment#negative";"1";"1";"1";"too dirty.entertainment";"A G";"too#26 dirty.entertainment#1"
"so small#negative";"1";"1";"1";"so small";"A G";"so#77 small#53"
"worked fine#positive";"1";"1";"1";"worked fine";"G N";"worked#9 fine#11"
"quite spacious#positive";"1";"1";"1";"quite spacious";"A G";"quite#33 spacious#9"
"perfect !#strongpositive";"1";"1";"1";"perfect !";"G O";"perfect#13 !#101"
"conveniently located#positive";"1";"1";"1";"conveniently locate";"A V";"conveniently#1 located#28"
"expensive option#negative";"1";"1";"1";"expensive option";"G N";"expensive#11 option#6"
"never tried#negative";"1";"1";"1";"never try";"A V";"never#19 tried#7"
"not recommending#negative";"1";"1";"1";"not recommend";"A V";"not#203 recommending#1"
"everytime same#negative";"1";"1";"1";"everytime same";"A G";"everytime#1 same#9"
"6 euro.#negative";"1";"1";"1";"6 Euro.";"O R";"6#4 euro.#1"
"low value#negative";"1";"1";"1";"low value";"G N";"low#8 value#14"
"really cozy#strongpositive";"1";"1";"1";"really cozy";"A G";"really#56 cozy#4"
"not variuos#negative";"1";"1";"1";"not variuos";"A N";"not#203 variuos#1"
"splendid view#strongpositive";"1";"1";"1";"splendid view";"G N";"splendid#3 view#24"
"very good.#strongpositive";"1";"1";"1";"very good.";"A G";"very#267 good.#2"
"very positive#strongpositive";"1";"1";"1";"very positive";"A G";"very#267 positive#5"
"more quite#positive";"1";"1";"1";"much quite";"A A";"more#30 quite#33"
"very disapointed#strongnegative";"1";"1";"1";"very disapointed";"A G";"very#267 disapointed#1"
"a possibility#negative";"1";"1";"1";"a possibility";"D N";"a#534 possibility#1"
"quite servicable#positive";"1";"1";"1";"quite servicable";"A G";"quite#33 servicable#1"
"bit pricey#negative";"1";"1";"1";"bit pricey";"N G";"bit#17 pricey#1"
"very practical#positive";"1";"1";"1";"very practical";"A G";"very#267 practical#2"
"very relaxing#strongpositive";"1";"1";"1";"very relaxing";"A G";"very#267 relaxing#8"
"are down#negative";"1";"1";"1";"be down";"V A";"are#144 down#14"
"always nice#strongpositive";"1";"1";"1";"always nice";"A G";"always#26 nice#82"
"pretty close#positive";"1";"1";"1";"pretty close";"A A";"pretty#10 close#38"
"a disappointment#negative";"1";"1";"1";"a disappointment";"D N";"a#534 disappointment#3"
"very forthcoming#strongpositive";"1";"1";"1";"very forthcoming";"A G";"very#267 forthcoming#1"
"can hear#negative";"1";"1";"1";"can hear";"O V";"can#50 hear#10"
"very patient#strongpositive";"1";"1";"1";"very patient";"A N";"very#267 patient#1"
"open daily#negative";"1";"1";"1";"open daily";"V A";"open#3 daily#9"
"economically priced#positive";"1";"1";"1";"economically price";"A V";"economically#1 priced#3"
"a disgusting#negative";"1";"1";"1";"a disgusting";"D N";"a#534 disgusting#2"
"really professionell#strongpositive";"1";"1";"1";"really professionell";"A G";"really#56 professionell#1"
"completely dissatisfied#strongnegative";"1";"1";"1";"completely dissatisfy";"A V";"completely#2 dissatisfied#1"
"no frills#negative";"1";"1";"1";"no frill";"D N";"no#78 frills#1"
"much lower#strongpositive";"1";"1";"1";"much lower";"G G";"much#23 lower#1"
"super relaxing#strongpositive";"1";"1";"1";"super relaxing";"G G";"super#4 relaxing#8"
"really fresh#strongpositive";"1";"1";"1";"really fresh";"A G";"really#56 fresh#4"
"to return#positive";"1";"1";"1";"to return";"P V";"to#506 return#4"
"good size#positive";"1";"1";"1";"good size";"G N";"good#153 size#11"
"very disappointing#strongnegative";"1";"1";"1";"Very disappointing";"R G";"very#267 disappointing#1"
"exceptionally clean#strongpositive";"1";"1";"1";"exceptionally clean";"A G";"exceptionally#2 clean#72"
"unconfortable !#strongnegative";"1";"1";"1";"unconfortable !";"G O";"unconfortable#2 !#101"
"very modest#strongnegative";"1";"1";"1";"very modest";"A G";"very#267 modest#1"
"with discovery#positive";"1";"1";"1";"with discovery";"P N";"with#183 discovery#2"
"nothing extraordinary#negative";"1";"1";"1";"nothing extraordinary";"N G";"nothing#19 extraordinary#1"
"so worse#negative";"1";"1";"1";"so worse";"A G";"so#77 worse#5"
"quite large#positive";"1";"1";"1";"quite large";"A G";"quite#33 large#21"
"extremely rude#strongnegative";"1";"1";"1";"extremely RUDE";"A R";"extremely#9 rude#8"
"great good#positive";"1";"1";"1";"great good";"A G";"great#91 good#153"
"even smaller#negative";"1";"1";"1";"even smaller";"A G";"even#33 smaller#4"
"brand new#positive";"1";"1";"1";"brand new";"N G";"brand#1 new#9"
"would stay#negative";"1";"1";"1";"would stay";"O V";"would#50 stay#70"
"not allowed#negative";"1";"1";"1";"not allow";"A V";"not#203 allowed#2"
"not hoovered#negative";"1";"1";"1";"not hoovered";"A V";"not#203 hoovered#1"
"ok condition#positive";"1";"1";"1";"ok condition";"G N";"ok#17 condition#7"
"cannot open#negative";"1";"1";"1";"cannot open";"A G";"cannot#7 open#3"
"not stable#negative";"1";"1";"1";"not stable";"A G";"not#203 stable#1"
"well prepared#positive";"1";"1";"1";"well prepared";"A G";"well#54 prepared#1"
"messed up#negative";"1";"1";"1";"mess up";"V A";"messed#1 up#15"
"absolutely horrible#strongpositive";"1";"1";"1";"absolutely horrible";"A G";"absolutely#14 horrible#4"
"surprisingly quite#positive";"1";"1";"1";"surprisingly quite";"A A";"surprisingly#2 quite#33"
"nicely designed#positive";"1";"1";"1";"nicely design";"A V";"nicely#1 designed#3"
"offer more#negative";"1";"1";"1";"offer more";"V G";"offer#4 more#30"
"not like#negative";"1";"1";"1";"not like";"A P";"not#203 like#33"
"pleasantly surprised#positive";"1";"1";"1";"pleasantly surprised";"A G";"pleasantly#1 surprised#3"
"below standard#negative";"1";"1";"1";"below standard";"G N";"below#3 standard#11"
"evry slow#strongnegative";"1";"1";"1";"evry slow";"N N";"evry#1 slow#7"
"crazily designed#negative";"1";"1";"1";"crazily design";"A V";"crazily#1 designed#3"
"smoked everywhere#negative";"1";"1";"1";"smoke everywhere";"V A";"smoked#1 everywhere#4"
"absolutely gorgeous#strongpositive";"1";"1";"1";"absolutely gorgeous";"A G";"absolutely#14 gorgeous#1"
"very tasty#strongpositive";"1";"1";"1";"very tasty";"A G";"very#267 tasty#3"
"backpackers only#negative";"1";"1";"1";"backpacker only";"N A";"backpackers#1 only#44"
"cannot get#negative";"1";"1";"1";"cannot get";"A V";"cannot#7 get#39"
"never needed#positive";"1";"1";"1";"never need";"A V";"never#19 needed#6"
"very reasonable#strongpositive";"1";"1";"1";"very reasonable";"A G";"very#267 reasonable#6"
"quite comfortable#positive";"1";"1";"1";"quite comfortable";"A G";"quite#33 comfortable#20"
"not complimentary#negative";"1";"1";"1";"not complimentary";"A G";"not#203 complimentary#3"
"highly recommendable#strongpositive";"1";"1";"1";"highly recommendable";"A G";"highly#9 recommendable#2"
"very mediocre#strongnegative";"1";"1";"1";"very mediocre";"A G";"very#267 mediocre#1"
"new equipment#positive";"1";"1";"1";"new equipment";"G N";"new#9 equipment#3"
"totally overpriced#strongnegative";"1";"1";"1";"totally overpriced";"A G";"totally#3 overpriced#3"
"beautifully decorated#positive";"1";"1";"1";"beautifully decorate";"A V";"beautifully#1 decorated#5"
"absolutely stunning#strongpositive";"1";"1";"1";"absolutely stunning";"A G";"absolutely#14 stunning#1"
"not work#negative";"1";"1";"1";"not work";"A N";"not#203 work#12"
"even tinier#negative";"1";"1";"1";"even tinier";"A N";"even#33 tinier#1"
"very special#strongpositive";"1";"1";"1";"very special";"A G";"very#267 special#10"
"not bad#positive";"1";"1";"1";"not bad";"A G";"not#203 bad#24"
"the case#negative";"1";"1";"1";"the case";"D N";"the#1330 case#2"
"very simple#strongnegative";"1";"1";"1";"very simple";"A G";"very#267 simple#3"
"very usual#negative";"1";"1";"1";"very usual";"A G";"very#267 usual#3"
"so relaxing#strongpositive";"1";"1";"1";"so relaxing";"A G";"so#77 relaxing#8"
"good rated#positive";"1";"1";"1";"good rated";"G N";"good#153 rated#3"
"too warm#negative";"1";"1";"1";"too warm";"A G";"too#26 warm#5"
"totally jammed#strongnegative";"1";"1";"1";"totally jam";"A V";"totally#3 jammed#1"
"quite cheap#positive";"1";"1";"1";"quite cheap";"A G";"quite#33 cheap#16"
"very comfy#strongpositive";"1";"1";"1";"very comfy";"A G";"very#267 comfy#5"
"pretty basic#negative";"1";"1";"1";"Pretty basic";"R G";"pretty#10 basic#14"
"helped quickly#positive";"1";"1";"1";"help quickly";"V A";"helped#2 quickly#3"
"very silent#strongpositive";"1";"1";"1";"very silent";"A G";"very#267 silent#1"
"very quiet#strongpositive";"1";"1";"1";"very quiet";"A G";"very#267 quiet#9"
"pretty dark#negative";"1";"1";"1";"pretty dark";"A G";"pretty#10 dark#6"
"very dirty#strongnegative";"1";"1";"1";"very dirty";"A G";"very#267 dirty#12"
"typical tuscan#positive";"1";"1";"1";"typical Tuscan";"G R";"typical#4 tuscan#2"
"service minded#positive";"1";"1";"1";"service mind";"N V";"service#48 minded#1"
"very various#strongpositive";"1";"1";"1";"very various";"A G";"very#267 various#3"
"high speed#positive";"1";"1";"1";"high speed";"G N";"high#5 speed#4"
"good always#positive";"1";"1";"1";"good always";"G A";"good#153 always#26"
"nice spa#positive";"1";"1";"1";"nice spa";"G N";"nice#82 spa#13"
"rather good#positive";"1";"1";"1";"rather good";"A G";"rather#10 good#153"
"not cozy#negative";"1";"1";"1";"not cozy";"A G";"not#203 cozy#4"
"very steep#strongnegative";"1";"1";"1";"very steep";"A G";"very#267 steep#2"
"always helpful#strongpositive";"1";"1";"1";"always helpful";"A G";"always#26 helpful#22"
"worked well#positive";"1";"1";"1";"work well";"V A";"worked#9 well#54"
"let alone#negative";"1";"1";"1";"let alone";"V A";"let#4 alone#2"
"really kind#strongpositive";"1";"1";"1";"really kind";"A G";"really#56 kind#14"
"help full#positive";"1";"1";"1";"help full";"N A";"help#13 full#11"
"kept clean#positive";"1";"1";"1";"kept clean";"G G";"kept#3 clean#72"
"extremely difficult#strongnegative";"1";"1";"1";"extremely difficult";"A G";"extremely#9 difficult#3"
"working well#positive";"1";"1";"1";"work well";"V A";"working#13 well#54"
"really comfortable#strongpositive";"1";"1";"1";"really comfortable";"A G";"really#56 comfortable#20"
"cannot use#negative";"1";"1";"1";"cannot use";"O V";"cannot#7 use#10"
"all overcooked#negative";"1";"1";"1";"all overcooked";"D G";"all#116 overcooked#1"
"almost nill#negative";"1";"1";"1";"almost nill";"A G";"almost#8 nill#1"
"pretty fast#positive";"1";"1";"1";"pretty fast";"A A";"pretty#10 fast#8"
"mini fridge.#positive";"1";"1";"1";"mini fridge.";"G N";"mini#4 fridge.#1"
"very secure#strongpositive";"1";"1";"1";"very secure";"A G";"very#267 secure#1"
"top !#strongpositive";"1";"1";"1";"top !";"G O";"top#13 !#101"
"really modern#strongpositive";"1";"1";"1";"really modern";"A G";"really#56 modern#20"
"great idea#strongpositive";"1";"1";"1";"great idea";"G N";"great#91 idea#2"
"immidiately come#positive";"1";"1";"1";"immidiately come";"A V";"immidiately#1 come#14"
"well presented#positive";"1";"1";"1";"well present";"A V";"well#54 presented#2"
"always busy#negative";"1";"1";"1";"always busy";"A G";"always#26 busy#6"
"rather noisy#negative";"1";"1";"1";"rather noisy";"A A";"rather#10 noisy#13"
"never seen#positive";"1";"1";"1";"never see";"A V";"never#19 seen#4"
"super small#strongnegative";"1";"1";"1";"super small";"G G";"super#4 small#53"
"should have#negative";"1";"1";"1";"should have";"O V";"should#13 have#90"
"fantastic !#strongpositive";"1";"1";"1";"fantastic !";"G O";"fantastic#12 !#101"
"very big#strongpositive";"1";"1";"1";"very big";"A G";"very#267 big#27"
"under refurbishment#negative";"1";"1";"1";"under refurbishment";"P N";"under#4 refurbishment#4"
"very kind#strongpositive";"1";"1";"1";"very kind";"A G";"very#267 kind#14"
"to expensive#negative";"1";"1";"1";"to expensive";"P V";"to#506 expensive#11"
"expect them#negative";"1";"1";"1";"expect them";"V Q";"expect#14 them#12"
"fairly good#positive";"1";"1";"1";"fairly good";"A G";"fairly#1 good#153"
"extremely unpleasant#strongnegative";"1";"1";"1";"extremely unpleasant";"A G";"extremely#9 unpleasant#2"
"incredibly cheap#strongpositive";"1";"1";"1";"incredibly cheap";"A G";"incredibly#2 cheap#16"
"very outdated#strongnegative";"1";"1";"1";"very outdated";"A G";"very#267 outdated#1"
"so loud#strongnegative";"1";"1";"1";"so loud";"A G";"so#77 loud#12"
"amazing views#strongpositive";"1";"1";"1";"amazing view";"G N";"amazing#11 views#5"
"little shabby#negative";"1";"1";"1";"little shabby";"G N";"little#32 shabby#3"
"never arrived#negative";"1";"1";"1";"never arrive";"A V";"never#19 arrived#6"
"great value#positive";"1";"1";"1";"great value";"G N";"great#91 value#14"
"being old#negative";"1";"1";"1";"be old";"V G";"being#10 old#36"
"with stains#negative";"1";"1";"1";"with stain";"P N";"with#183 stains#3"
"were charged#negative";"1";"1";"1";"be charge";"V V";"were#140 charged#4"
"very tired#strongnegative";"1";"1";"1";"very tired";"A G";"very#267 tired#3"
"very elegant#strongpositive";"1";"1";"1";"very elegant";"A G";"very#267 elegant#2"
"just awful#strongnegative";"1";"1";"1";"just awful";"A G";"just#41 awful#5"
"really underwhelmed#strongnegative";"1";"1";"1";"really underwhelmed";"A G";"really#56 underwhelmed#1"
"spent there#positive";"1";"1";"1";"spent there";"O O";"spent#6 there#147"
"well fitted#positive";"1";"1";"1";"well fit";"A V";"well#54 fitted#1"
"answered politely#positive";"1";"1";"1";"answer politely";"V A";"answered#1 politely#1"
"very upsale#strongpositive";"1";"1";"1";"Very Upsale";"R R";"very#267 upsale#1"
"absolutely breathtaking#strongpositive";"1";"1";"1";"absolutely breathtaking";"A G";"absolutely#14 breathtaking#1"
"better looking#positive";"1";"1";"1";"well look";"A V";"better#27 looking#10"
"a happy#positive";"1";"1";"1";"a happy";"D G";"a#534 happy#6"
"5 stars#positive";"1";"1";"1";"5 star";"O N";"5#22 stars#8"
"came quickly#positive";"1";"1";"1";"come quickly";"V A";"came#7 quickly#3"
"are available#positive";"1";"1";"1";"be available";"V G";"are#144 available#14"
"full amount#negative";"1";"1";"1";"full amount";"G N";"full#11 amount#4"
"french style#positive";"1";"1";"1";"french style";"G N";"french#8 style#7"
"so helpful#positive";"1";"1";"1";"so helpful";"A G";"so#77 helpful#22"
"realy great#strongpositive";"1";"1";"1";"realy great";"A G";"realy#2 great#91"
"not outstanding#negative";"1";"1";"1";"not outstanding";"A G";"not#203 outstanding#3"
"avoid !!!!#strongnegative";"1";"1";"1";"AVOID !!!!";"R O";"avoid#5 !!!!#2"
"very good#strongpositive";"0";"23";"28";"very good";"A G";"very#267 good#153"
"there is#positive";"0";"15";"38";"there be";"O V";"there#147 is#429"
"very friendly#strongpositive";"0";"13";"15";"very friendly";"A G";"very#267 friendly#55"
"very nice#strongpositive";"0";"11";"17";"very nice";"A G";"very#267 nice#82"
"very poor#strongnegative";"0";"7";"10";"very poor";"A G";"very#267 poor#23"
"there was#positive";"0";"6";"18";"there be";"O V";"there#147 was#366"
"very old#strongnegative";"0";"6";"7";"very old";"A G";"very#267 old#36"
"there are#positive";"0";"6";"24";"there be";"O V";"there#147 are#144"
"there are#negative";"0";"4";"24";"there be";"O V";"there#147 are#144"
"highly recommended#strongpositive";"0";"4";"5";"highly recommend";"A V";"highly#9 recommended#9"
"there was#negative";"0";"4";"18";"there be";"O V";"there#147 was#366"
"not clean#negative";"0";"4";"5";"not clean";"A G";"not#203 clean#72"
"there is#negative";"0";"4";"38";"there be";"O V";"there#147 is#429"
"very attentive#strongpositive";"0";"3";"4";"very attentive";"A G";"very#267 attentive#6"
"very loud#strongnegative";"0";"3";"4";"very loud";"A A";"very#267 loud#12"
"not worth#negative";"0";"3";"6";"not worth";"A G";"not#203 worth#15"
"very modern#strongpositive";"0";"3";"4";"very modern";"A G";"very#267 modern#20"
"not enough#negative";"0";"3";"4";"not enough";"A G";"not#203 enough#20"
"good quality#positive";"0";"3";"5";"good quality";"G N";"good#153 quality#17"
"very basic#strongnegative";"0";"3";"5";"very basic";"A G";"very#267 basic#14"
"not good#negative";"0";"3";"4";"not good";"A G";"not#203 good#153"
"there were#positive";"0";"3";"12";"there be";"O V";"there#147 were#140"
"really nice#strongpositive";"0";"3";"4";"really nice";"A G";"really#56 nice#82"
"rather small#negative";"0";"2";"3";"rather small";"A G";"rather#10 small#53"
"centrally located#positive";"0";"2";"3";"centrally locate";"A V";"centrally#3 located#28"
"cleaned daily#positive";"0";"2";"3";"clean daily";"V G";"cleaned#6 daily#9"
"enough space#positive";"0";"2";"3";"enough space";"G N";"enough#20 space#10"
"there were#negative";"0";"2";"12";"there be";"O V";"there#147 were#140"
"all around#positive";"0";"2";"3";"all around";"A A";"all#116 around#26"
"really good#strongpositive";"0";"2";"4";"really good";"A G";"really#56 good#153"
"4 stars#strongpositive";"0";"2";"4";"4 star";"O N";"4#22 stars#8"
"nothing special#negative";"0";"2";"3";"nothing special";"N G";"nothing#19 special#10"
"not working#negative";"0";"2";"5";"not work";"A V";"not#203 working#13"
"the best#strongpositive";"0";"2";"17";"the good";"D G";"the#1330 best#32"
"recently renovated#positive";"0";"1";"2";"recently renovate";"A V";"recently#5 renovated#3"
"will hear#negative";"0";"1";"2";"will hear";"O V";"will#33 hear#10"
"terrible !#strongnegative";"0";"1";"2";"terrible !";"G O";"terrible#7 !#101"
"there 's#positive";"0";"1";"4";"there have";"O V";"there#147 's#48"
"lack of#negative";"0";"1";"4";"lack of";"N P";"lack#4 of#340"
"clean enough#positive";"0";"1";"2";"clean enough";"G N";"clean#72 enough#20"
"bit dated#negative";"0";"1";"3";"bit dated";"N G";"bit#17 dated#7"
"old furnished#negative";"0";"1";"2";"old furnished";"G N";"old#36 furnished#7"
"very central#positive";"0";"1";"2";"very central";"A G";"very#267 central#11"
"never again#strongnegative";"0";"1";"3";"never again";"A A";"never#19 again#34"
"much better#strongpositive";"0";"1";"2";"much well";"A A";"much#23 better#27"
"not recommend#negative";"0";"1";"4";"not recommend";"A V";"not#203 recommend#19"
"very expensive#strongnegative";"0";"1";"2";"very expensive";"A G";"very#267 expensive#11"
"had everything#positive";"0";"1";"2";"have everything";"V N";"had#98 everything#23"
"the price#positive";"0";"1";"19";"the price";"D N";"the#1330 price#34"
"well trained#positive";"0";"1";"2";"well trained";"A G";"well#54 trained#2"
"not handled#negative";"0";"1";"2";"not handle";"A V";"not#203 handled#2"
"was not#negative";"0";"1";"23";"be not";"V A";"was#366 not#203"
"a must#negative";"0";"1";"3";"a must";"D O";"a#534 must#5"
"good !#positive";"0";"1";"2";"good !";"G O";"good#153 !#101"
"very convenient#strongpositive";"0";"1";"2";"very convenient";"A G";"very#267 convenient#6"
"good enough#positive";"0";"1";"2";"good enough";"G A";"good#153 enough#20"
"ideally situated#strongpositive";"0";"1";"2";"ideally situate";"A V";"ideally#2 situated#10"
"kinda rude#negative";"0";"1";"2";"kinda rude";"N N";"kinda#2 rude#8"
"air conditioning#positive";"0";"1";"4";"air conditioning";"N N";"air#8 conditioning#4"
"very large#positive";"0";"1";"3";"Very large";"A G";"very#267 large#21"
"very little#strongnegative";"0";"1";"2";"very little";"A G";"very#267 little#32"
"that is#negative";"0";"1";"7";"that be";"D V";"that#102 is#429"
"close by#positive";"0";"1";"2";"close by";"G P";"close#38 by#39"
"worth it#positive";"0";"1";"2";"worth it";"G Q";"worth#15 it#203"
"very basic#negative";"0";"1";"5";"very basic";"A G";"very#267 basic#14"
"very large#strongpositive";"0";"1";"3";"Very large";"A G";"very#267 large#21"
"very polite#strongpositive";"0";"1";"2";"very polite";"A G";"very#267 polite#3"
"2 star#negative";"0";"1";"2";"2 star";"O G";"2#22 star#20"
"very good#positive";"0";"1";"28";"very good";"A G";"very#267 good#153"
"loads of#positive";"0";"1";"2";"load of";"N P";"loads#2 of#340"
"were provided#negative";"0";"1";"2";"be provide";"V V";"were#140 provided#13"
"not offering#negative";"0";"1";"2";"not offer";"A V";"not#203 offering#4"
"really poor#strongnegative";"0";"1";"2";"really poor";"A G";"really#56 poor#23"
"not big#negative";"0";"1";"2";"not big";"A G";"not#203 big#27"
"very professional#strongpositive";"0";"1";"2";"very professional";"A G";"very#267 professional#7"
"very central#strongpositive";"0";"1";"2";"very central";"A G";"very#267 central#11"
"very much#strongpositive";"0";"1";"2";"very much";"A A";"very#267 much#23"
"well located#positive";"0";"1";"2";"well locate";"A V";"well#54 located#28"
"looked after#positive";"0";"1";"5";"look after";"V A";"looked#10 after#35"
"great fun#strongpositive";"0";"1";"3";"great fun";"G N";"great#91 fun#7"
"very expensive#negative";"0";"1";"2";"very expensive";"A G";"very#267 expensive#11"
"never worth#strongnegative";"0";"1";"2";"never worth";"A G";"never#19 worth#15"
"24 hours#positive";"0";"1";"2";"24 hour";"O N";"24#3 hours#7"
"good value#positive";"0";"1";"7";"good value";"G N";"good#153 value#14"
"quite nice#positive";"0";"1";"2";"quite nice";"A G";"quite#33 nice#82"
"bad quality#negative";"0";"1";"2";"bad quality";"G N";"bad#24 quality#17"
"the worst#strongnegative";"0";"1";"4";"the bad";"D G";"the#1330 worst#4"
"well connected#positive";"0";"1";"3";"well connected";"A G";"well#54 connected#3"
"don 't go#negative";"1";"4";"4";"Don 't go";"R A V";"don#25 't#71 go#40"
"well looked after#positive";"1";"4";"4";"well look after";"A V P";"well#54 looked#10 after#35"
"would not recommend#negative";"1";"2";"2";"would not recommend";"O A V";"would#50 not#203 recommend#19"
"will be back#positive";"1";"2";"2";"will be back";"O V A";"will#33 be#76 back#36"
"a little busy#negative";"1";"2";"2";"a little busy";"D G G";"a#534 little#32 busy#6"
"never again !#strongnegative";"1";"2";"2";"never again !";"A A O";"never#19 again#34 !#101"
"keep coming back#positive";"1";"2";"2";"keep come back";"V V A";"keep#6 coming#10 back#36"
"there was not#negative";"1";"2";"2";"there be not";"O V A";"there#147 was#366 not#203"
"would have preferred#negative";"1";"2";"2";"would have prefer";"O V V";"would#50 have#90 preferred#3"
"in good shape#positive";"1";"2";"2";"in good shape";"A G N";"in#432 good#153 shape#3"
"squeezed on demand#positive";"1";"1";"1";"squeeze on demand";"V P N";"squeezed#1 on#111 demand#1"
"great fun !!!#strongpositive";"1";"1";"1";"great fun !!!";"G N O";"great#91 fun#7 !!!#8"
"a huge disappointment#negative";"1";"1";"1";"a huge disappointment";"D G N";"a#534 huge#8 disappointment#3"
"full of flies#negative";"1";"1";"1";"full of fly";"G P N";"full#11 of#340 flies#1"
"absolutely fine !#strongpositive";"1";"1";"1";"absolutely fine !";"A G O";"absolutely#14 fine#11 !#101"
"quite disgusting condition#negative";"1";"1";"1";"quite disgusting condition";"A G N";"quite#33 disgusting#2 condition#7"
"of decent size#positive";"1";"1";"1";"of decent size";"P G N";"of#340 decent#6 size#11"
"without the view#negative";"1";"1";"1";"without the view";"P D N";"without#12 the#1330 view#24"
"well · furnished#positive";"1";"1";"1";"well · furnish";"A G V";"well#54 ·#147 furnished#7"
