"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"très sale#strongnegative";"0";"3";"6";"très sale";"G G";"très#496 sale#20"
"bien dommage#negative";"0";"2";"3";"bien dommage";"G G";"bien#227 dommage#25"
"très accueillant#strongpositive";"0";"2";"4";"très accueillant";"G G";"très#496 accueillant#16"
"pour enfants#positive";"0";"2";"3";"pour enfant";"P N";"pour#433 enfants#80"
"manque d'#negative";"0";"2";"7";"manquer d'";"P P";"manque#28 d'#265"
"très mauvais#strongnegative";"0";"2";"6";"Très mauvais";"G G";"très#496 mauvais#20"
"un peu#positive";"0";"2";"48";"un peu";"D G";"un#532 peu#98"
"ski nautique#positive";"0";"2";"3";"ski nautique";"N G";"ski#5 nautique#3"
"à conseiller#positive";"0";"2";"4";"à conseiller";"P V";"à#525 conseiller#11"
"trop cher#strongnegative";"0";"2";"6";"trop cher";"G G";"trop#61 cher#26"
"au top#positive";"0";"2";"11";"au top";"P N";"au#212 top#24"
"très variés#strongpositive";"0";"2";"3";"très varier";"G G";"très#496 variés#6"
"très sympa#positive";"0";"2";"16";"très sympa";"G G";"très#496 sympa#42"
"tres sympathique#strongpositive";"0";"2";"3";"tres sympathique";"G N";"tres#89 sympathique#22"
"très bon#positive";"0";"2";"62";"Très bon";"G G";"très#496 bon#149"
"bien situé#strongpositive";"0";"2";"28";"bien situer";"G V";"bien#227 situé#55"
"tres bon#strongpositive";"0";"2";"6";"tres bon";"D G";"tres#89 bon#149"
"manque de#negative";"0";"2";"17";"manque de";"N P";"manque#28 de#1261"
"très correct#strongpositive";"0";"2";"4";"très correct";"G G";"très#496 correct#20"
"de rêve#strongpositive";"0";"2";"4";"de rêve";"P N";"de#1261 rêve#4"
"tres belle#strongpositive";"0";"2";"3";"tres beau";"D G";"tres#89 belle#29"
"plus belles#positive";"0";"2";"3";"plus beau";"G G";"plus#147 belles#13"
"bon séjour#positive";"0";"2";"24";"bon séjour";"G N";"bon#149 séjour#103"
"très efficace#strongpositive";"0";"2";"3";"très efficace";"G G";"très#496 efficace#7"
"très agréables#strongpositive";"0";"2";"3";"très agréable";"G G";"très#496 agréables#8"
"toujours souriant#strongpositive";"0";"2";"3";"toujours souriant";"G G";"toujours#45 souriant#15"
"à proximité#positive";"0";"2";"19";"à proximité";"P N";"à#525 proximité#30"
"sans plus#negative";"0";"2";"5";"sans] plus";"P G";"sans#53 plus#147"
"a recommander#strongpositive";"0";"2";"7";"A recommander";"P V";"a#345 recommander#13"
"a recommander#positive";"0";"2";"7";"A recommander";"P V";"a#345 recommander#13"
"idéalement situé#strongpositive";"0";"2";"4";"idéalement situer";"G V";"idéalement#6 situé#55"
"assez grande#positive";"0";"2";"4";"assez grand";"G G";"assez#64 grande#38"
"bon rapport#strongpositive";"0";"2";"20";"bon rapport";"G N";"bon#149 rapport#37"
"pas souriant#negative";"0";"2";"4";"pas souriant";"G G";"pas#440 souriant#15"
"tres bonne#strongpositive";"0";"2";"5";"tres bon";"P G";"tres#89 bonne#55"
"petit bémol#negative";"0";"2";"6";"petit bémol";"G N";"petit#111 bémol#10"
"tout confort#strongpositive";"0";"2";"3";"tout confort";"G N";"tout#148 confort#12"
"très bel#positive";"0";"2";"13";"Très beau";"G G";"très#496 bel#22"
"séjour inoubliable#strongpositive";"0";"2";"3";"SÉJOUR inoubliable";"D G";"séjour#103 inoubliable#8"
"très cool#strongpositive";"0";"2";"3";"très cool";"G V";"très#496 cool#6"
"pas vraiment#negative";"0";"2";"7";"pas vraiment";"G G";"pas#440 vraiment#53"
"en supplément#negative";"0";"2";"3";"en supplément";"P N";"en#372 supplément#5"
"une grande#positive";"0";"1";"7";"un grand";"D G";"une#293 grande#38"
"très serviable#positive";"0";"1";"4";"très serviable";"G G";"très#496 serviable#12"
"club enfants#positive";"0";"1";"3";"club enfant";"N N";"club#23 enfants#80"
"beaucoup d'#positive";"0";"1";"5";"Beaucoup d'";"G P";"beaucoup#43 d'#265"
"bonne qualité#positive";"0";"1";"4";"bon qualité";"G N";"bonne#55 qualité#65"
"en particulier#positive";"0";"1";"3";"en particulier";"P G";"en#372 particulier#4"
"à éviter#strongnegative";"0";"1";"9";"à éviter";"P V";"à#525 éviter#12"
"pour petits#positive";"0";"1";"4";"pour petit";"P G";"pour#433 petits#27"
"bien insonorisées#strongpositive";"0";"1";"2";"bien insonoriser";"G G";"bien#227 insonorisées#2"
"super vacances#strongpositive";"0";"1";"4";"super vacance";"N N";"super#54 vacances#61"
"a conseiller#positive";"0";"1";"6";"avoir conseiller";"V V";"a#345 conseiller#11"
"bien entretenue#positive";"0";"1";"3";"bien entretenir";"G V";"bien#227 entretenue#4"
"très agréables#positive";"0";"1";"3";"très agréable";"G G";"très#496 agréables#8"
"le recommande#positive";"0";"1";"10";"le recommande";"D N";"le#712 recommande#22"
"dommage que#strongnegative";"0";"1";"9";"dommage que";"G C";"dommage#25 que#204"
"très déçue#strongnegative";"0";"1";"2";"Très décevoir";"G V";"très#496 déçue#3"
"un excellent#strongpositive";"0";"1";"5";"un excellent";"D G";"un#532 excellent#19"
"a déconseiller#negative";"0";"1";"3";"A déconseiller";"P V";"a#345 déconseiller#5"
"le repos#positive";"0";"1";"3";"le repos";"D N";"le#712 repos#5"
"petit coin#positive";"0";"1";"3";"petit coin";"G N";"petit#111 coin#6"
"trés bien#strongpositive";"0";"1";"5";"trés bien";"V G";"trés#30 bien#227"
"a refaire#positive";"0";"1";"3";"avoir refaire";"V V";"a#345 refaire#6"
"peu petite#negative";"0";"1";"6";"peu petit";"G G";"peu#98 petite#37"
"de place#positive";"0";"1";"6";"de place";"P N";"de#1261 place#24"
"tout confort#positive";"0";"1";"3";"tout confort";"G N";"tout#148 confort#12"
"était parfait#strongpositive";"0";"1";"2";"être parfait";"V G";"était#108 parfait#18"
"très mauvais#negative";"0";"1";"6";"Très mauvais";"G G";"très#496 mauvais#20"
"à refaire#positive";"0";"1";"2";"à refaire";"P V";"à#525 refaire#6"
"tout près#positive";"0";"1";"5";"tout près";"G G";"tout#148 près#20"
"très mal#strongnegative";"0";"1";"2";"très mal";"G G";"très#496 mal#25"
"a proximité#positive";"0";"1";"4";"avoir proximité";"V V";"a#345 proximité#30"
"très grande#strongpositive";"0";"1";"4";"très grand";"G G";"très#496 grande#38"
"peu aimable#negative";"0";"1";"3";"peu aimable";"G G";"peu#98 aimable#17"
"trés bien#positive";"0";"1";"5";"trés bien";"V G";"trés#30 bien#227"
"très bonnes#positive";"0";"1";"5";"très bon";"G G";"très#496 bonnes#12"
"tres beau#strongpositive";"0";"1";"2";"tres beau";"N G";"tres#89 beau#24"
"le seul#negative";"0";"1";"5";"le seul";"D G";"le#712 seul#21"
"très désagréable#negative";"0";"1";"2";"très désagréable";"G G";"très#496 désagréable#10"
"la qualité#negative";"0";"1";"10";"le qualité";"D N";"la#759 qualité#65"
"séjour magnifique#strongpositive";"0";"1";"2";"Séjour magnifique";"P N";"séjour#103 magnifique#40"
"très peu#negative";"0";"1";"10";"Très peu";"G G";"très#496 peu#98"
"très confortable#positive";"0";"1";"5";"très confortable";"G G";"très#496 confortable#17"
"tres serviable#strongpositive";"0";"1";"2";"tres serviable";"G G";"tres#89 serviable#12"
"dommage que#negative";"0";"1";"9";"dommage que";"G C";"dommage#25 que#204"
"pas bon#negative";"0";"1";"2";"pas bon";"G G";"pas#440 bon#149"
"superbes vacances#strongpositive";"0";"1";"3";"Superbes vacance";"P N";"superbes#4 vacances#61"
"une perle#strongpositive";"0";"1";"2";"un perle";"D N";"une#293 perle#2"
"étaient délicieux#strongpositive";"0";"1";"2";"étayer délicieux";"V N";"étaient#14 délicieux#6"
"mal entretenu#negative";"0";"1";"2";"mal entretenir";"G V";"mal#25 entretenu#11"
"a eviter#negative";"0";"1";"2";"avoir eviter";"V V";"a#345 eviter#2"
"souvent sale#negative";"0";"1";"2";"souvent sale";"G G";"souvent#11 sale#20"
"tres sympathique#positive";"0";"1";"3";"tres sympathique";"G N";"tres#89 sympathique#22"
"très convenable#positive";"0";"1";"2";"Très convenable";"G G";"très#496 convenable#3"
"beaucoup plu#strongpositive";"0";"1";"2";"beaucoup plu";"G G";"beaucoup#43 plu#3"
"bon état#positive";"0";"1";"4";"bon état";"G N";"bon#149 état#16"
"peu varié#strongnegative";"0";"1";"2";"peu varier";"G V";"peu#98 varié#7"
"toute petite#negative";"0";"1";"2";"tout petit";"G G";"toute#35 petite#37"
"très grand#positive";"0";"1";"5";"Très grand";"G G";"très#496 grand#39"
"a refaire#negative";"0";"1";"3";"avoir refaire";"V V";"a#345 refaire#6"
"super sympas#strongpositive";"0";"1";"2";"super sympa";"G G";"super#54 sympas#9"
"une honte#negative";"0";"1";"3";"un honte";"D N";"une#293 honte#4"
"et propre#positive";"0";"1";"9";"et propre";"C G";"et#967 propre#60"
"à conseiller#strongpositive";"0";"1";"4";"à conseiller";"P V";"à#525 conseiller#11"
"pas loin#positive";"0";"1";"7";"pas loin";"G G";"pas#440 loin#27"
"pour tous#positive";"0";"1";"10";"pour tout";"P G";"pour#433 tous#60"
"très sympathique#strongpositive";"0";"1";"2";"très sympathique";"G G";"très#496 sympathique#22"
"d' ombre#positive";"0";"1";"2";"d' ombre";"P N";"d'#265 ombre#7"
"en juin#negative";"0";"1";"3";"en juin";"P N";"en#372 juin#5"
"pas terrible#negative";"0";"1";"9";"Pas terrible";"G G";"pas#440 terrible#9"
"envahis de#negative";"0";"1";"2";"envahir de";"G P";"envahis#2 de#1261"
"ses piscines#positive";"0";"1";"2";"son piscine";"D N";"ses#23 piscines#25"
"tout proche#strongpositive";"0";"1";"2";"tout proche";"G G";"tout#148 proche#21"
"a fuir#strongnegative";"0";"1";"2";"A fuir";"P V";"a#345 fuir#3"
"bon accueil#positive";"0";"1";"11";"bon accueil";"G N";"bon#149 accueil#81"
"peu d'#strongnegative";"0";"1";"5";"peu d'";"G P";"peu#98 d'#265"
"à volonté#positive";"0";"1";"4";"à volonté";"P N";"à#525 volonté#5"
"un délice#strongpositive";"0";"1";"2";"un délice";"D N";"un#532 délice#2"
"très bonne#strongpositive";"0";"1";"4";"très bon";"G G";"très#496 bonne#55"
"trop petit#strongnegative";"0";"1";"3";"Trop petit";"G G";"trop#61 petit#111"
"pas désagréable#positive";"0";"1";"2";"pas désagréable";"G G";"pas#440 désagréable#10"
"très cher#strongnegative";"0";"1";"4";"très cher";"G G";"très#496 cher#26"
"pas pratique#negative";"0";"1";"2";"pas pratique";"G N";"pas#440 pratique#23"
"points positifs#positive";"0";"1";"5";"Points positif";"G G";"points#23 positifs#6"
"très petite#negative";"0";"1";"3";"Très petit";"G G";"très#496 petite#37"
"la mer#positive";"0";"1";"26";"le mer";"D N";"la#759 mer#35"
"vraiment bien#strongpositive";"0";"1";"2";"vraiment bien";"G G";"vraiment#53 bien#227"
"bon petit#positive";"0";"1";"5";"bon petit";"G G";"bon#149 petit#111"
"très correct#positive";"0";"1";"4";"très correct";"G G";"très#496 correct#20"
"un agréable#positive";"0";"1";"3";"un agréable";"D G";"un#532 agréable#78"
"très bruyant#negative";"0";"1";"8";"très bruyant";"G G";"très#496 bruyant#17"
"le meilleur#strongpositive";"0";"1";"2";"le meilleur";"D N";"le#712 meilleur#6"
"point positif#positive";"0";"1";"7";"point positif";"N G";"point#31 positif#10"
"très moyen#negative";"0";"1";"3";"très moyen";"G G";"très#496 moyen#6"
"tres correct#strongpositive";"0";"1";"2";"tres correct";"G N";"tres#89 correct#20"
"peu bruyante#positive";"0";"1";"3";"peu bruyant";"G G";"peu#98 bruyante#7"
"les jeux#negative";"0";"1";"3";"le jeu";"D N";"les#615 jeux#13"
"une super#strongpositive";"0";"1";"3";"un super";"D G";"une#293 super#54"
"point négatif#negative";"0";"1";"6";"point négatif";"N G";"point#31 négatif#8"
"est là#positive";"0";"1";"2";"être là";"V G";"est#573 là#17"
"très bons#strongpositive";"0";"1";"3";"très bon";"N G";"très#496 bons#9"
"très varié#positive";"0";"1";"3";"très varier";"G V";"très#496 varié#7"
"mauvais choix#negative";"0";"1";"2";"mauvais choix";"G N";"mauvais#20 choix#22"
"très désagréable#strongnegative";"0";"1";"2";"très désagréable";"G G";"très#496 désagréable#10"
"en quantité#positive";"0";"1";"3";"en quantité";"P N";"en#372 quantité#3"
"plein centre#strongpositive";"0";"1";"6";"plein centre";"G N";"plein#21 centre#43"
"du luxe#positive";"0";"1";"2";"du luxe";"D N";"du#283 luxe#8"
"pas nettoyé#strongnegative";"0";"1";"2";"pas nettoyer";"G V";"pas#440 nettoyé#3"
"à rénover#negative";"0";"1";"2";"à rénover";"P V";"à#525 rénover#2"
"très cher#negative";"0";"1";"4";"très cher";"G G";"très#496 cher#26"
"bien insonorisées#positive";"0";"1";"2";"bien insonoriser";"G G";"bien#227 insonorisées#2"
"pas assez#negative";"0";"1";"17";"pas assez";"G G";"pas#440 assez#64"
"grande piscine#positive";"0";"1";"4";"grand piscine";"G N";"grande#38 piscine#133"
"peu d'#positive";"0";"1";"5";"peu d'";"G P";"peu#98 d'#265"
"très varié#strongpositive";"0";"1";"3";"très varier";"G V";"très#496 varié#7"
"tres agreable#strongpositive";"0";"1";"4";"tres agreable";"G G";"tres#89 agreable#8"
"bien entretenu#positive";"0";"1";"5";"bien entretenir";"G V";"bien#227 entretenu#11"
"pas propre#negative";"0";"1";"2";"pas propre";"G G";"pas#440 propre#60"
"plein de#positive";"0";"1";"5";"plein de";"G P";"plein#21 de#1261"
"très agréable#positive";"0";"1";"20";"très agréable";"G G";"très#496 agréable#78"
"pas top#negative";"0";"1";"3";"Pas top";"G G";"pas#440 top#24"
"ambiance camping#positive";"0";"1";"2";"ambiance camping";"N O";"ambiance#15 camping#210"
"4 etoiles#strongpositive";"0";"1";"6";"4 etoiles";"D N";"4#49 etoiles#8"
"encore mieux#strongpositive";"0";"1";"3";"encore mieux";"G G";"encore#24 mieux#17"
"bien isolées#strongpositive";"0";"1";"2";"bien isoler";"G V";"bien#227 isolées#2"
"très grandes#strongpositive";"0";"1";"2";"très grand";"G G";"très#496 grandes#6"
"vraiment apprécié#strongpositive";"0";"1";"2";"vraiment apprécier";"G V";"vraiment#53 apprécié#4"
"tres correct#positive";"0";"1";"2";"tres correct";"G N";"tres#89 correct#20"
"all inclusive#positive";"0";"1";"9";"all inclusif";"N G";"all#17 inclusive#10"
"en plus#positive";"0";"1";"13";"en plus";"P G";"en#372 plus#147"
"très beau#positive";"0";"1";"9";"très beau";"G G";"très#496 beau#24"
"la piscine#positive";"0";"1";"69";"le piscine";"D N";"la#759 piscine#133"
"très grand#strongpositive";"0";"1";"5";"Très grand";"G G";"très#496 grand#39"
"à disposition#positive";"0";"1";"3";"à disposition";"P N";"à#525 disposition#9"
"mauvaise odeur#negative";"0";"1";"2";"mauvais odeur";"N N";"mauvaise#5 odeur#6"
"tip top#strongpositive";"0";"1";"2";"Tip top";"N G";"tip#2 top#24"
"très appréciable#positive";"0";"1";"2";"très appréciable";"G G";"très#496 appréciable#4"
"peu aimable#strongnegative";"0";"1";"3";"peu aimable";"G G";"peu#98 aimable#17"
"très grande#positive";"0";"1";"4";"très grand";"G G";"très#496 grande#38"
"trés bonne#strongpositive";"0";"1";"2";"Trés bon";"G G";"trés#30 bonne#55"
"très joli#strongpositive";"0";"1";"2";"Très joli";"G G";"très#496 joli#5"
"à revoir#strongpositive";"0";"1";"6";"à revoir";"P V";"à#525 revoir#11"
"très satisfait#strongpositive";"0";"1";"2";"très satisfait";"G G";"très#496 satisfait#5"
"des transports#positive";"0";"1";"4";"un transport";"D N";"des#322 transports#6"
"peu varié#negative";"0";"1";"2";"peu varier";"G V";"peu#98 varié#7"
"très aimable#positive";"0";"1";"5";"très aimable";"G G";"très#496 aimable#17"
"très propre#positive";"0";"1";"17";"très propre";"G G";"très#496 propre#60"
"vraiment très petite#strongnegative";"1";"2";"2";"vraiment très petit";"G G G";"vraiment#53 très#496 petite#37"
"de taille moyenne#positive";"1";"2";"2";"de taille moyen";"P N G";"de#1261 taille#14 moyenne#4"
"un très agréable#strongpositive";"1";"2";"2";"un très agréable";"D N G";"un#532 très#496 agréable#78"
"retournerons sans hésiter#strongpositive";"1";"2";"2";"retourner sans] hésiter";"V P V";"retournerons#5 sans#53 hésiter#3"
"peut mieux faire#negative";"1";"2";"2";"pouvoir mieux faire";"V G V";"peut#46 mieux#17 faire#40"
"manque de transat#negative";"1";"2";"2";"manquer de transat";"V P N";"manque#28 de#1261 transat#10"
"à votre service#positive";"1";"2";"2";"à son service";"P D N";"à#525 votre#22 service#39"
"très très sale#strongnegative";"1";"2";"2";"Très très sale";"G G G";"très#496 très#496 sale#20"
"très bien équipée#strongpositive";"1";"2";"2";"très bien équiper";"G G G";"très#496 bien#227 équipée#9"
"accessible à pieds#positive";"1";"1";"1";"accessible à pied";"G P N";"accessible#3 à#525 pieds#13"
"faire du shopping#positive";"1";"1";"1";"faire du shopping";"V D O";"faire#40 du#283 shopping#2"
"ni grille pain#negative";"1";"1";"1";"ni grille pain";"G N N";"ni#21 grille#2 pain#7"
"plus que present#strongpositive";"1";"1";"1";"plus que present";"G C V";"plus#147 que#204 present#1"
"ferais plus souvent#positive";"1";"1";"1";"ferais plus souvent";"N G G";"ferais#1 plus#147 souvent#11"
"tres bien équipée#strongpositive";"1";"1";"1";"tres bien équiper";"G G G";"tres#89 bien#227 équipée#9"
"beaucoup de batiments#positive";"1";"1";"1";"beaucoup de batiments";"G P N";"beaucoup#43 de#1261 batiments#2"
"tres bien situé#strongpositive";"1";"1";"1";"tres bien situer";"D G V";"tres#89 bien#227 situé#55"
"de haute qualité.le#strongpositive";"1";"1";"1";"de haut qualité.Le";"P G N";"de#1261 haute#4 qualité.le#1"
"grand ( espace#positive";"1";"1";"1";"grand ( espace";"G O N";"grand#39 (#254 espace#7"
"aucune compensation proposée#negative";"1";"1";"1";"aucun compensation proposer";"D N V";"aucune#13 compensation#1 proposée#2"
"très très bien#strongpositive";"1";"1";"1";"Très très bien";"G G G";"très#496 très#496 bien#227"
"un conte fantastique#strongpositive";"1";"1";"1";"un conte fantastique";"D N G";"un#532 conte#1 fantastique#3"
"énormément de bruits#strongnegative";"1";"1";"1";"énormément de bruit";"G P N";"énormément#1 de#1261 bruits#4"
"tres bon marché#strongpositive";"1";"1";"1";"tres bon marché";"O G N";"tres#89 bon#149 marché#1"
"pas d' escalliers#positive";"1";"1";"1";"pas d' escalliers";"G P N";"pas#440 d'#265 escalliers#1"
"un peu triste#negative";"1";"1";"1";"un peu triste";"D G G";"un#532 peu#98 triste#4"
"retournons avec plaisir#positive";"1";"1";"1";"retourner avec plaisir";"V P N";"retournons#2 avec#217 plaisir#10"
"le plus serviable#positive";"1";"1";"1";"le plus serviable";"D G G";"le#712 plus#147 serviable#12"
"pas de porte#negative";"1";"1";"1";"pas de porte";"G P N";"pas#440 de#1261 porte#7"
"boire un verre#positive";"1";"1";"1";"boire un verre";"N D N";"boire#2 un#532 verre#8"
"tout y est#strongpositive";"1";"1";"1";"tout y être";"G Q V";"tout#148 y#149 est#573"
"annulées trop souvent#strongnegative";"1";"1";"1";"annuler trop souvent";"V G G";"annulées#1 trop#61 souvent#11"
"un mini bar#positive";"1";"1";"1";"un mini bar";"D N G";"un#532 mini#10 bar#29"
"des plus agréables#strongpositive";"1";"1";"1";"des plus agréable";"P G G";"des#322 plus#147 agréables#8"
"été très rapide#strongpositive";"1";"1";"1";"être très rapide";"V G G";"été#57 très#496 rapide#13"
"repartira avec plaisir#strongpositive";"1";"1";"1";"repartir avec plaisir";"V P N";"repartira#1 avec#217 plaisir#10"
"un peu bruyant#negative";"1";"1";"1";"un peu bruyant";"D G G";"un#532 peu#98 bruyant#17"
"laisse a desirer#negative";"1";"1";"1";"laisser avoir desirer";"V V P";"laisse#5 a#345 desirer#1"
"rien de temps#positive";"1";"1";"1";"rien de temps";"P P N";"rien#38 de#1261 temps#24"
"est pas loin#positive";"1";"1";"1";"être pas loin";"V G G";"est#573 pas#440 loin#27"
"un peu long#negative";"1";"1";"1";"un peu long";"D G G";"un#532 peu#98 long#13"
"une 40 aine#negative";"1";"1";"1";"un 40 aine";"D D N";"une#293 40#4 aine#1"
"un super moment#strongpositive";"1";"1";"1";"un super moment";"D N N";"un#532 super#54 moment#8"
"un peu crade#negative";"1";"1";"1";"un peu crade";"D G V";"un#532 peu#98 crade#1"
"annule les activités#negative";"1";"1";"1";"annuler le activité";"V D N";"annule#1 les#615 activités#27"
"problème d' insécurité#strongnegative";"1";"1";"1";"problème d' insécurité";"N P N";"problème#12 d'#265 insécurité#3"
", et sympa#positive";"1";"1";"1";", et sympa";"O C G";",#1560 et#967 sympa#42"
"manke de transat#negative";"1";"1";"1";"manke de transat";"G P N";"manke#1 de#1261 transat#10"
"l' air motivés#strongpositive";"1";"1";"1";"le air motiver";"D N G";"l'#456 air#6 motivés#1"
"recommande à tous#positive";"1";"1";"1";"recommande à tout";"N P G";"recommande#22 à#525 tous#60"
"pas vraiment propre#strongnegative";"1";"1";"1";"pas vraiment propre";"G G G";"pas#440 vraiment#53 propre#60"
"reviendrons sans problème#positive";"1";"1";"1";"revenir sans] problème";"V P N";"reviendrons#9 sans#53 problème#12"
"que de confort#negative";"1";"1";"1";"que de confort";"C P N";"que#204 de#1261 confort#12"
"nécessiterait un rafraichissement#negative";"1";"1";"1";"nécessiter un rafraichissement";"V D N";"nécessiterait#1 un#532 rafraichissement#1"
"trouve de tout#positive";"1";"1";"1";"trouver de tout";"V P N";"trouve#14 de#1261 tout#148"
"trois autres restaurants#positive";"1";"1";"1";"trois autre restaurant";"D G N";"trois#7 autres#27 restaurants#20"
"même plutôt désagréable#strongnegative";"1";"1";"1";"même plutôt désagréable";"G G G";"même#63 plutôt#20 désagréable#10"
"est pas prévenu#negative";"1";"1";"1";"être pas prévenir";"V G V";"est#573 pas#440 prévenu#2"
"très bien reçu#strongpositive";"1";"1";"1";"très bien recevoir";"G G V";"très#496 bien#227 reçu#2"
"plutôt pas mal#positive";"1";"1";"1";"Plutôt pas mal";"G G G";"plutôt#20 pas#440 mal#25"
"super bien entretenu#strongpositive";"1";"1";"1";"super bien entretenir";"G G V";"super#54 bien#227 entretenu#11"
"c' est faux#negative";"1";"1";"1";"c' être faux";"Q V G";"c'#103 est#573 faux#1"
"tres mal amenagé#negative";"1";"1";"1";"tres mal amenagé";"G G V";"tres#89 mal#25 amenagé#1"
"manque de convivialité.seulement#negative";"1";"1";"1";"manque de convivialité.Seulement";"N P N";"manque#28 de#1261 convivialité.seulement#1"
"à l’ écoute#positive";"1";"1";"1";"à l’ écoute";"P D N";"à#525 l’#38 écoute#10"
"devons parler anglais#negative";"1";"1";"1";"devoir parler anglais";"V V N";"devons#2 parler#7 anglais#14"
"le soleil sauve#strongnegative";"1";"1";"1";"le soleil sauver";"D N V";"le#712 soleil#11 sauve#1"
"vraiment tip top#strongpositive";"1";"1";"1";"vraiment TIP top";"G N N";"vraiment#53 tip#2 top#24"
"déconseille aux familles#negative";"1";"1";"1";"déconseiller aux famille";"V P N";"déconseille#4 aux#52 familles#11"
"laisse à désirer#strongnegative";"1";"1";"1";"laisser à désirer";"V P V";"laisse#5 à#525 désirer#1"
"poli sans plus#positive";"1";"1";"1";"polir sans] plus";"V P G";"poli#3 sans#53 plus#147"
"pas toujours agréable#strongnegative";"1";"1";"1";"pas toujours agréable";"G G G";"pas#440 toujours#45 agréable#78"
"très bien situer#strongpositive";"1";"1";"1";"très bien situer";"G G V";"très#496 bien#227 situer#1"
"un camping correcte#positive";"1";"1";"1";"un camping correcte";"D N V";"un#532 camping#210 correcte#13"
"rien a redire.#positive";"1";"1";"1";"rien avoir redire.";"P V V";"rien#38 a#345 redire.#1"
"trés bien situé#strongpositive";"1";"1";"1";"trés bien situer";"G G V";"trés#30 bien#227 situé#55"
"avec son toboggan#positive";"1";"1";"1";"avec son toboggan";"P D N";"avec#217 son#29 toboggan#6"
"un piteux états#strongnegative";"1";"1";"1";"un piteux état";"D G N";"un#532 piteux#1 états#1"
"retournerai très volontiers#strongpositive";"1";"1";"1";"retourner très volontiers";"V G G";"retournerai#4 très#496 volontiers#2"
"bien + +#strongpositive";"1";"1";"1";"bien + +";"G G P";"bien#227 +#21 +#21"
"bien trop cher#strongnegative";"1";"1";"1";"Bien trop cher";"G G G";"bien#227 trop#61 cher#26"
"plein d' humour#strongpositive";"1";"1";"1";"plein d' humour";"G P N";"plein#21 d'#265 humour#1"
"finisse trop vite#negative";"1";"1";"1";"finir trop vite";"V G G";"finisse#1 trop#61 vite#12"
"un peu vieillotte#negative";"1";"1";"1";"un peu vieillot";"D G G";"un#532 peu#98 vieillotte#3"
"vraiment trop petit#strongnegative";"1";"1";"1";"vraiment trop petit";"G G G";"vraiment#53 trop#61 petit#111"
"un peu limitée#negative";"1";"1";"1";"un peu limiter";"D G V";"un#532 peu#98 limitée#1"
"pas en qualité#negative";"1";"1";"1";"pas en qualité";"G P N";"pas#440 en#372 qualité#65"
"tout sauf fun.#negative";"1";"1";"1";"tout sauf fun.";"G P N";"tout#148 sauf#16 fun.#1"
"fermé en septembre#negative";"1";"1";"1";"fermer en septembre";"V P N";"fermé#6 en#372 septembre#4"
"personne ne répondait#strongnegative";"1";"1";"1";"personne ne répondre";"P G V";"personne#22 ne#164 répondait#1"
"parlent très fort#negative";"1";"1";"1";"parler très fort";"V G G";"parlent#4 très#496 fort#11"
"un peu bruyantes#negative";"1";"1";"1";"un peu bruyant";"D G G";"un#532 peu#98 bruyantes#3"
"tres sympatique serviable#strongpositive";"1";"1";"1";"tres sympatique serviable";"G G N";"tres#89 sympatique#3 serviable#12"
"beaucoup de pêche#positive";"1";"1";"1";"beaucoup de pêche";"G P N";"beaucoup#43 de#1261 pêche#1"
"vraiment à éviter#strongnegative";"1";"1";"1";"vraiment à éviter";"G P V";"vraiment#53 à#525 éviter#12"
"une horreur totale#strongnegative";"1";"1";"1";"un horreur total";"D N G";"une#293 horreur#1 totale#2"
"pas très favorable#negative";"1";"1";"1";"pas très favorable";"G G G";"pas#440 très#496 favorable#2"
"plais beaucoup aux#strongpositive";"1";"1";"1";"plais beaucoup aux";"N G P";"plais#1 beaucoup#43 aux#52"
"produits non frais#negative";"1";"1";"1";"produit non frais";"N G G";"produits#6 non#39 frais#10"
"pas en état#negative";"1";"1";"1";"Pas en état";"G P N";"pas#440 en#372 état#16"
"pas spécialement chaleureux#negative";"1";"1";"1";"pas spécialement chaleureux";"G G G";"pas#440 spécialement#1 chaleureux#9"
"la dolce vita#positive";"1";"1";"1";"le dolce vita";"D N V";"la#759 dolce#1 vita#1"
"pas très variées#negative";"1";"1";"1";"pas très varier";"G G G";"pas#440 très#496 variées#2"
"un dejeuner passable#positive";"1";"1";"1";"un dejeuner passable";"D N G";"un#532 dejeuner#5 passable#4"
"pas très copieux#negative";"1";"1";"1";"pas très copieux";"G G G";"pas#440 très#496 copieux#6"
"coté rues bruyantes#negative";"1";"1";"1";"coter rue bruyant";"V N G";"coté#9 rues#1 bruyantes#3"
"proche du métro#positive";"1";"1";"1";"proche du métro";"G D N";"proche#21 du#283 métro#10"
"+ petit déjeuner#positive";"1";"1";"1";"+ petit déjeuner";"G G N";"+#21 petit#111 déjeuner#42"
"vais tester d'#negative";"1";"1";"1";"aller tester d'";"V V P";"vais#4 tester#3 d'#265"
"dangereuse à traverser#negative";"1";"1";"1";"dangereux à traverser";"G P V";"dangereuse#2 à#525 traverser#3"
"confort sans égal#strongpositive";"1";"1";"1";"confort sans] égal";"N P N";"confort#12 sans#53 égal#1"
"très bonne état#strongpositive";"1";"1";"1";"très bon état";"G G N";"très#496 bonne#55 état#16"
"parle peu francais#negative";"1";"1";"1";"parler peu francais";"V G G";"parle#14 peu#98 francais#6"
